image_path,label,width,height,image_hash,duplicate
./dataset/swastika memes/Image_14.jpg,1,477,412,71cd8d3c17da2da19ae53784441c27ec,0
./dataset/swastika memes/Image_16.jpg,1,460,727,3b1f4761bd77a0c3900faa167b78189c,0
./dataset/swastika memes/Image_13.jpeg,1,1024,623,e8a7e4f04b54aa61ee0073c0ceed97fc,0
./dataset/swastika memes/Image_17.png,1,832,584,31781eeba844e88978e94c55de45908a,0
./dataset/swastika memes/Image_12.jpeg,1,474,474,eab84e70c5706a549e22c924b4422cdc,0
./dataset/swastika memes/Image_7.jpeg,1,1080,1080,5662bf2b1814f2d379ce3ab22ba37d58,0
./dataset/swastika memes/Image_19.jpeg,1,556,1438,12b2ed5743e2928c7ecf2e7a281249fe,0
./dataset/swastika memes/Image_9.png,1,1000,663,f1f6a1331ac4ff587c14a0d8537d40ef,0
./dataset/swastika memes/Image_2.png,1,1200,675,f531d7a34eecd398044fca7c82d34743,0
./dataset/swastika memes/Image_3.jpg,1,570,427,7e88ee1338fb4e82e49b85c80c428f77,0
./dataset/swastika memes/Image_1.jpg,1,1000,945,aa50d04b242adf7784003218e7baf6af,0
./dataset/swastika memes/Image_5.jpg,1,634,590,f93a4f2ae8c8dae2dd3a338fc9c5e423,0
./dataset/swastika memes/Image_6.jpg,1,960,720,0d787716bb4b851123963e0430b141a2,0
./dataset/swastika memes/Image_11.gif,1,522,486,78468d597056096199361c5953cee0b6,0
./dataset/swastika memes/Image_20.jpg,1,500,775,ac826cf4d57b80aa35a22733564985cf,0
./dataset/swastika memes/Image_8.jpeg,1,1560,1040,272754e28c4c962230e8d92541bb1206,1
./dataset/swastika memes/Image_4.jpeg,1,720,960,436cf674b6d4e72296190919a8aa0bab,0
./dataset/swastika memes/Image_18.png,1,768,649,dcbf55b461d831082eb642b3ba891f1a,0
./dataset/celebrity abuse scandals meme offensive/Image_15.png,1,508,571,1d1ec9e53145a88e2b73fd1bfe9bb031,0
./dataset/celebrity abuse scandals meme offensive/Image_14.jpg,1,633,627,cd847e1bec65d3cd0c79f314334ebf66,0
./dataset/celebrity abuse scandals meme offensive/Image_16.jpg,1,633,633,67bfedbc76a9606ed6108ce55fb1a33e,0
./dataset/celebrity abuse scandals meme offensive/Image_17.png,1,600,599,2de4ff07960c1af1ef25c113056f0b7f,0
./dataset/celebrity abuse scandals meme offensive/Image_13.jpg,1,622,633,91eab53f08d15bc732cdc8164e654c2b,0
./dataset/celebrity abuse scandals meme offensive/Image_12.jpg,1,1600,900,74750fd043f52ff2573ba0c5947c13ef,1
./dataset/celebrity abuse scandals meme offensive/Image_10.jpg,1,1200,1061,d88bac56cc33cf795a0bdb35ddeba1a7,0
./dataset/celebrity abuse scandals meme offensive/Image_11.jpg,1,1024,576,c6667c5c1ed823a7e74eefa25c77f925,1
./dataset/celebrity abuse scandals meme offensive/Image_8.jpg,1,520,520,6dba4efedea41cab0496b87efda01850,0
./dataset/celebrity abuse scandals meme offensive/Image_9.jpg,1,520,520,7b115b5e2ab3d8bf8fa71f40c70ce747,0
./dataset/celebrity abuse scandals meme offensive/Image_2.jpg,1,550,935,ea2041b7e64212ee609a337e8f32c366,0
./dataset/celebrity abuse scandals meme offensive/Image_3.jpg,1,700,368,29d1e5c2c37761ddb7f110d74659ca5a,0
./dataset/celebrity abuse scandals meme offensive/Image_4.jpg,1,1200,800,1d496564c3d8efcefa9c3230185a156e,0
./dataset/celebrity abuse scandals meme offensive/Image_20.jpeg,1,1067,1594,b402b23a621dc76aada8f8771d1174ee,1
./dataset/celebrity abuse scandals meme offensive/Image_5.jpg,1,650,1000,678707a6c69f85bb6fe4f061fe9addfb,1
./dataset/celebrity abuse scandals meme offensive/Image_7.jpg,1,600,338,9ec194186e6f0f5e7c23162657ed5fe1,0
./dataset/celebrity abuse scandals meme offensive/Image_6.jpg,1,955,740,5666661388d8cec0fa4e008062bc9fdc,0
./dataset/celebrity abuse scandals meme offensive/Image_19.jpg,1,1600,900,e4637f8c0c9d78e7519eba8418d87b29,0
./dataset/gore meme offensive/Image_15.jpg,1,600,600,8b6260159b40962e8aa5e12c96e732be,0
./dataset/gore meme offensive/Image_12.jpeg,1,780,700,61241023161751c1e2a506d23bcb9df5,0
./dataset/gore meme offensive/Image_10.jpg,1,540,475,6d1ba2b1d46f7a158b70d15f6eebe01d,1
./dataset/gore meme offensive/Image_11.jpg,1,600,600,5e3380fc8da910a93d8b96c09d78d995,0
./dataset/gore meme offensive/Image_19.jpeg,1,1080,1042,b81d1ebad0ebfa82576a6fe244e2b778,0
./dataset/gore meme offensive/Image_18.jpeg,1,471,297,8427f18be450d82b4b819e8274ab7ea7,0
./dataset/gore meme offensive/Image_3.jpg,1,640,391,38667e25fe13623d7115bacbebc56b02,0
./dataset/gore meme offensive/Image_1.PNG,1,640,960,247881e4984e2ca2d638a857da58dce2,1
./dataset/gore meme offensive/Image_20.jpg,1,1024,1024,3d3caa0de9e2fe8f4025861cec2e1ecb,0
./dataset/fake beauty standards meme offensive/Image_15.jpg,1,1080,1317,26c0ec7d759955a8128be6c8accbc476,0
./dataset/fake beauty standards meme offensive/Image_14.jpg,1,600,407,b02c9b37f39d399a44e3b55a792a22a0,0
./dataset/fake beauty standards meme offensive/Image_16.jpg,1,888,499,47c4af990d5250485c242ef748adc23a,0
./dataset/fake beauty standards meme offensive/Image_17.jpg,1,700,522,466c6a0eb5aea1dbfb4e92b0116226b7,0
./dataset/fake beauty standards meme offensive/Image_13.jpg,1,534,350,b3bef3bfab7e92618558bf5135d846cc,0
./dataset/fake beauty standards meme offensive/Image_12.jpg,1,736,812,b41b5dc9b77a3e0a81045fa702b0ff88,0
./dataset/fake beauty standards meme offensive/Image_7.jpeg,1,500,810,9c3b4deae1e939c767b0794496fdb03a,0
./dataset/fake beauty standards meme offensive/Image_10.png,1,610,610,e455021241dc7dc3454f1829878741db,0
./dataset/fake beauty standards meme offensive/Image_11.jpg,1,736,2030,07acef3ed865e714c498b4cc6bec2879,0
./dataset/fake beauty standards meme offensive/Image_8.jpg,1,700,490,2e64479248376475d9def8dfebea1d4b,0
./dataset/fake beauty standards meme offensive/Image_9.png,1,610,343,ec1ce3f512f3671b7c0bada84d05ace1,0
./dataset/fake beauty standards meme offensive/Image_1.jpeg,1,500,500,2cf319ebc5806e9f7be2e680c0b4ea29,0
./dataset/fake beauty standards meme offensive/Image_2.png,1,752,396,84b04b1d1d5d9adfc3b07f11c2c442d6,0
./dataset/fake beauty standards meme offensive/Image_3.jpg,1,700,465,7a999f2c01f9d3ecf7ef5ce9dcd94560,0
./dataset/fake beauty standards meme offensive/Image_4.png,1,1200,630,0b5fb95f8a5dad22630ffe687c832398,0
./dataset/fake beauty standards meme offensive/Image_5.jpg,1,1200,780,9b51b059da8b1fb26b616b89bd00694c,0
./dataset/fake beauty standards meme offensive/Image_6.jpg,1,618,400,4dcc7a8e6689b210d755e175293a81b7,0
./dataset/fake beauty standards meme offensive/Image_20.jpg,1,576,768,ad454960b5d921ec706cecebacd8fd9b,0
./dataset/fake beauty standards meme offensive/Image_18.webp,1,720,864,ba99c53723371b78cd62af49e3155d64,0
./dataset/fake beauty standards meme offensive/Image_19.jpg,1,749,669,3281b50244ef521c0150a78fada34b46,0
./dataset/fatphobia meme offensive/Image_15.jpg,1,700,870,aea4836d06c95281b744c14ef70393b2,0
./dataset/fatphobia meme offensive/Image_14.jpg,1,540,960,a66995ea15ff0595d810e1a78f8afcfd,0
./dataset/fatphobia meme offensive/Image_6.jpeg,1,614,607,b660fdb197c592f46cf467d3f9e66335,0
./dataset/fatphobia meme offensive/Image_16.jpg,1,1280,720,8b6e097b0708f08b8391fc0ef7a1a991,0
./dataset/fatphobia meme offensive/Image_17.jpg,1,744,960,fa5d83a2ecdb11616eacd21840130d68,0
./dataset/fatphobia meme offensive/Image_13.jpg,1,638,600,78068633cabe9fa8f695c24ba2ec5a25,1
./dataset/fatphobia meme offensive/Image_12.jpg,1,460,560,8e329e7e67ea67ccb45ec9676753442c,1
./dataset/fatphobia meme offensive/Image_7.jpeg,1,640,564,a939d753e1e868e8dfcc7778152ea2a8,0
./dataset/fatphobia meme offensive/Image_11.png,1,828,467,a7f17df37d06b4c829efc2826b1e494f,0
./dataset/fatphobia meme offensive/Image_8.jpg,1,480,480,4691a00ed0fa99b3080b908656239c18,0
./dataset/fatphobia meme offensive/Image_9.jpg,1,640,635,38475e12a8f862982884236057390597,0
./dataset/fatphobia meme offensive/Image_2.jpg,1,1200,630,7503effc98ebe405a68725a59e82bc5e,0
./dataset/fatphobia meme offensive/Image_3.jpg,1,1600,1867,005597d1987c2728ec2c4fe15ee3a067,0
./dataset/fatphobia meme offensive/Image_1.jpg,1,500,600,0a295dc7ff7e4c2e43ae4560b7fb154e,0
./dataset/fatphobia meme offensive/Image_4.jpg,1,600,639,283a57386a76ed7d256937aac4fde862,0
./dataset/fatphobia meme offensive/Image_5.jpg,1,1200,630,686a7a4afbf286f939ada20d35d91b41,0
./dataset/fatphobia meme offensive/Image_20.jpg,1,640,652,c754ad1fe5fa04ae7e7aef3a0d7d2375,0
./dataset/fatphobia meme offensive/Image_19.jpg,1,589,500,ddbdad0c8703ee9a9fb7cc95df7db422,0
./dataset/fatphobia meme offensive/Image_18.jpg,1,678,500,8f30f292eb24a8a355461895960b8244,0
./dataset/authoritarianism meme offensive/Image_15.jpg,1,700,819,13798340e88d15480b0b2804880bf33e,0
./dataset/authoritarianism meme offensive/Image_14.jpg,1,600,624,bd5d4f907b306ad986bb13e94a40289b,0
./dataset/authoritarianism meme offensive/Image_16.jpg,1,700,816,cdb065fdfba8f2fc03783666ff941199,0
./dataset/authoritarianism meme offensive/Image_13.jpeg,1,854,777,9b2f986fd9528ea9fb34fc547b69a504,0
./dataset/authoritarianism meme offensive/Image_17.jpg,1,500,565,be39ca8f41741e08a0468bfd0825b1a2,0
./dataset/authoritarianism meme offensive/Image_12.jpg,1,658,458,6ac3c01fa686d5d1e1434366e47abf89,0
./dataset/authoritarianism meme offensive/Image_10.jpg,1,625,714,ca15b3875892ad3698d423539c6f48fa,0
./dataset/authoritarianism meme offensive/Image_11.jpg,1,2000,2177,417b6560d87e5f56017f649bb413278f,0
./dataset/authoritarianism meme offensive/Image_8.png,1,900,600,bae77e5377dfe9b64204b574704ed18b,0
./dataset/authoritarianism meme offensive/Image_9.jpg,1,625,425,9022b4cb755174597bffee3f949e537b,0
./dataset/authoritarianism meme offensive/Image_2.jpg,1,960,561,d4d1a55ee996ceea754c7e0fb8ef30db,0
./dataset/authoritarianism meme offensive/Image_3.jpg,1,640,508,0154f7794673239bc21f7d9117e4b5c7,0
./dataset/authoritarianism meme offensive/Image_1.jpg,1,500,500,a44be595d9a3dd9d18f955655141d575,0
./dataset/authoritarianism meme offensive/Image_5.jpg,1,1080,830,84711d96d01117993ac6f8610293bf8e,0
./dataset/authoritarianism meme offensive/Image_7.jpg,1,625,393,46e2b6f33a24b61f22a4d1a2a12f32e9,0
./dataset/authoritarianism meme offensive/Image_6.jpg,1,671,980,f3e0a8f5fcc36ee7a24651de9e89e0cf,0
./dataset/authoritarianism meme offensive/Image_20.jpg,1,922,499,8a2a8ea815f45636ecd70e89015d5eb7,0
./dataset/authoritarianism meme offensive/Image_19.jpg,1,500,500,b577443e0d8b09944def5641289f747e,0
./dataset/authoritarianism meme offensive/Image_18.jpg,1,500,502,23a63bf0a9f001df2fd1b178aa283d8e,0
./dataset/stereotypes meme offensive/Image_15.png,1,552,852,a6d83571245f9b860a8f75016d5b9af4,0
./dataset/stereotypes meme offensive/Image_14.jpg,1,600,438,e4b08f9c5096dec358e3ad6054e9a636,1
./dataset/stereotypes meme offensive/Image_16.jpg,1,620,620,6ae1a391de0a36dad8bf737367dba04e,0
./dataset/stereotypes meme offensive/Image_17.jpg,1,504,495,c662543460c2d6be02f600ad4695553e,1
./dataset/stereotypes meme offensive/Image_8.jpg,1,960,423,4d419c229efafc650f0d8cc406c1b30e,0
./dataset/stereotypes meme offensive/Image_9.jpg,1,700,516,927e0312b2ef0f254f2af43e5e03f4b2,0
./dataset/stereotypes meme offensive/Image_2.jpg,1,735,935,fea82c02c84711c0b0893ae0e0687e83,1
./dataset/stereotypes meme offensive/Image_1.jpg,1,600,400,3ac67ef8d0dbbe49f61fc50d40f5faef,0
./dataset/stereotypes meme offensive/Image_19.jpg,1,842,1024,2069a31c5cd2f15ad349398fb741d930,0
./dataset/stereotypes meme offensive/Image_18.png,1,716,768,67875ffe07e6dc648e200a97668efb8d,0
./dataset/racist caricatures meme offensive/Image_15.jpg,1,1280,1238,291c55a57d78e1594e499e5d553ba863,0
./dataset/racist caricatures meme offensive/Image_14.jpg,1,976,1179,29b5b03b5f4e51c2ed78eb9c91ba7205,1
./dataset/racist caricatures meme offensive/Image_17.jpg,1,640,439,f5c52b859bb14307d0e657512d52c38c,0
./dataset/racist caricatures meme offensive/Image_13.jpg,1,211,358,a99145ee5787738bbceb6c9dc8fd6c58,0
./dataset/racist caricatures meme offensive/Image_12.jpg,1,546,391,90965a5006c9994e90e0038601dbe8b5,0
./dataset/racist caricatures meme offensive/Image_11.jpg,1,1440,960,c091ff3175b234a60c75409adf0fbe74,0
./dataset/racist caricatures meme offensive/Image_8.jpg,1,800,513,1d07cb68cc57a1594ec7412ce6b4a3c5,0
./dataset/racist caricatures meme offensive/Image_9.jpg,1,1024,1024,1148485879d7add618682a7ac38f9cf4,0
./dataset/racist caricatures meme offensive/Image_3.jpg,1,1024,576,158fc64a1363c653148a14d5752ac8b0,0
./dataset/racist caricatures meme offensive/Image_4.jpg,1,675,464,cc28dae766ba53ffd801bca2d3df79f9,0
./dataset/racist caricatures meme offensive/Image_5.jpg,1,810,1024,b78f142f4bddebca02c83418773d65ea,0
./dataset/racist caricatures meme offensive/Image_19.jpg,1,700,368,1fba6742f25fab71bd09c01d0094d2de,0
./dataset/racist caricatures meme offensive/Image_18.jpg,1,618,412,15d75fd79b5e473c0b5423e86673803d,1
./dataset/warfare memes/Image_15.jpg,1,740,412,2fdbe0ac7946782d11a51bdf93b5c178,0
./dataset/warfare memes/Image_14.jpg,1,1200,758,b64660c8a2384664ec8a57335827fefb,0
./dataset/warfare memes/Image_6.jpeg,1,498,720,815a53e60cc44be39e2524a16fb8a396,0
./dataset/warfare memes/Image_16.jpg,1,1710,900,1d3c297b430bd6cdf6a4fbd5b7ac2a77,0
./dataset/warfare memes/Image_17.jpg,1,720,545,91e6c910ab3d87c68de285d50066c696,0
./dataset/warfare memes/Image_13.png,1,787,768,cf52c764603ae5d617c694984d18c4b7,0
./dataset/warfare memes/Image_12.jpg,1,1710,900,a88c49b08914777f4226e2d372abc9f7,0
./dataset/warfare memes/Image_11.jpg,1,500,333,ba960e3a7cc59ac561a7721b3f76336e,0
./dataset/warfare memes/Image_8.png,1,800,1085,4e78d8a7e142e88c5f513b4d124c6210,0
./dataset/warfare memes/Image_2.jpg,1,1600,800,097ec0eb662dd41e0f5c45c1cecd7504,0
./dataset/warfare memes/Image_3.jpg,1,1710,900,91ef0042b886eda467ef89d3c48456ab,0
./dataset/warfare memes/Image_1.jpg,1,640,716,ad8ea3b9ca130bbd40ee9ede8030f5dd,0
./dataset/warfare memes/Image_4.jpg,1,1710,900,68f0fa474c03f9fdedddf3133ab1018d,0
./dataset/warfare memes/Image_5.jpg,1,1600,900,90bfeec85dc039367c042aa8d23606e5,0
./dataset/warfare memes/Image_7.png,1,1014,1192,d13cac1ff39a1297c8b09cb7410351ba,0
./dataset/warfare memes/Image_20.jpg,1,1280,720,0dfb7386f97d9e3d584ea9762ff0aaea,0
./dataset/warfare memes/Image_10.jpeg,1,795,484,3545668ba05abb150d23047ed398dd7d,0
./dataset/warfare memes/Image_19.jpg,1,1280,720,09eb50b620a9bc82db449220f2732c2c,0
./dataset/warfare memes/Image_18.jpg,1,800,1174,c6938fc13cdf72ced7ddb69691075bc6,0
./dataset/hoaxes meme offensive/Image_15.jpg,1,499,376,3af59ff9f1eb69f237065f72600ce749,1
./dataset/hoaxes meme offensive/Image_16.jpg,1,1080,919,b861eb3757e3c9a2f3bd1827350688cf,0
./dataset/hoaxes meme offensive/Image_10.png,1,1200,800,113099fee3a433a591a103dde637524b,0
./dataset/hoaxes meme offensive/Image_2.png,1,1200,800,10303b52e68a36b64ea59394abd84f8a,1
./dataset/hoaxes meme offensive/Image_20.jpg,1,512,289,9d75386441ff3cb9aca4345b10a339d6,1
./dataset/scams meme offensive/Image_13.jpg,1,500,498,45874bf5bd0aa685fb94aa409fca8da6,0
./dataset/scams meme offensive/Image_10.jpg,1,1000,582,b33a8e58353be909877456f079069dec,0
./dataset/scams meme offensive/Image_15.jpeg,1,500,1021,27390e082f0238774ebb6c96a1d990b3,0
./dataset/scams meme offensive/Image_8.jpg,1,500,613,c366f80022d4df80c4c093ce07df0faa,0
./dataset/scams meme offensive/Image_9.jpg,1,546,499,79dff4dcad2b63f6eda4a1eec56c0ffd,0
./dataset/scams meme offensive/Image_19.jpeg,1,500,625,583cb61db1b8a4f0b459b5d2290fea8a,0
./dataset/scams meme offensive/Image_18.jpeg,1,226,223,bc0f0d8d5ff9ef3b2e8b543d8af8c3a0,0
./dataset/scams meme offensive/Image_14.jpeg,1,884,1112,61355a2adb3e7fee9a822601901adf09,0
./dataset/scams meme offensive/Image_17.jpeg,1,720,911,cde85806b36a4e082c64a661c5339a01,0
./dataset/scams meme offensive/Image_4.jpg,1,500,396,43101629f99cb793a62d6e202c4a2777,0
./dataset/scams meme offensive/Image_20.jpeg,1,750,433,bd6795b13b2c9887f49e37425adbad90,0
./dataset/scams meme offensive/Image_5.png,1,1000,525,b28034bbcf0cd26021a6631edf2a76e5,0
./dataset/scams meme offensive/Image_7.jpg,1,600,491,fab378521fb04ab9487b41ba1d3ae2d4,1
./dataset/scams meme offensive/Image_16.jpeg,1,744,729,342137ed2eeb53021f97a297e383e6b4,0
./dataset/scams meme offensive/Image_6.jpg,1,1200,800,d229661fec7c097313ad266fcd0a0bd6,0
./dataset/scams meme offensive/Image_11.jpeg,1,1071,1322,05859a4245ff02376e25f35b1144d742,0
./dataset/body shaming meme offensive/Image_14.png,1,1200,630,53057b92e50a6df864a94dffec5f9a8b,0
./dataset/body shaming meme offensive/Image_16.jpg,1,600,488,7dce49e97b91daa27ae8523f2899dd93,1
./dataset/body shaming meme offensive/Image_13.jpeg,1,1203,1086,dc7a000aa481d3c9a4074644dfe83e7d,1
./dataset/body shaming meme offensive/Image_17.jpg,1,860,1024,0c2167fd2e4d93a36db470ac7c3f2557,1
./dataset/body shaming meme offensive/Image_12.jpg,1,1080,1080,bc87bbf051bc6e9aa2ee9109c2a80980,0
./dataset/body shaming meme offensive/Image_11.jpg,1,610,342,f14ecc1aea616239998854c47659cae0,0
./dataset/body shaming meme offensive/Image_15.jpeg,1,737,732,c4d17e50395349ca93ae35cdd01a2730,0
./dataset/body shaming meme offensive/Image_8.png,1,680,414,f76f1ba8deadae4674bef93e14b14f52,0
./dataset/body shaming meme offensive/Image_9.jpg,1,600,600,473be6d75395c7712f5153df5a594f1f,0
./dataset/body shaming meme offensive/Image_18.jpeg,1,720,720,dd27d5b23b29af11d6507fed310d333b,1
./dataset/body shaming meme offensive/Image_2.jpg,1,976,1250,bb5c749a398ec4036f3caeb7ec5f7ad6,1
./dataset/body shaming meme offensive/Image_3.jpg,1,976,710,341690546c15e06ebbb19f1c6d46e56a,0
./dataset/body shaming meme offensive/Image_1.jpg,1,1024,576,43981b707b3382fde5d75fb47daf7b34,0
./dataset/body shaming meme offensive/Image_4.jpg,1,863,485,df6bef05d62777a815496589013c749b,1
./dataset/body shaming meme offensive/Image_5.jpg,1,600,714,b2b5be8dca43057ebd3a54cfa4b305ef,1
./dataset/body shaming meme offensive/Image_7.jpg,1,736,1308,aea5509bf07e94552733cdae245eb105,0
./dataset/body shaming meme offensive/Image_6.png,1,1080,1080,8ecfc22ae935f33d4421d6e2a4d6c37c,1
./dataset/body shaming meme offensive/Image_20.jpg,1,611,815,5796b968b862cd8f84e7789b578804a2,1
./dataset/body shaming meme offensive/Image_10.jpeg,1,838,662,0248617bce631a34b5814198572984d3,0
./dataset/body shaming meme offensive/Image_19.png,1,621,399,edf1e08af901508ab3403fe7f3117866,0
./dataset/extreme political views meme offensive/Image_15.jpg,1,520,594,8972fc44c5b88dbaa66953f1283e29fb,0
./dataset/extreme political views meme offensive/Image_14.png,1,1080,1920,ec634a96ac79a33cc8a27a51d752722f,1
./dataset/extreme political views meme offensive/Image_13.jpg,1,660,387,7b7de1bea9a780ab358f907d49bce289,0
./dataset/extreme political views meme offensive/Image_12.png,1,1200,628,4328a1b6f0bab9ea68981c68bdc366b1,1
./dataset/extreme political views meme offensive/Image_11.jpg,1,640,479,e855b9e54ccd96e7e46231ec3f466458,0
./dataset/extreme political views meme offensive/Image_20.jpeg,1,596,661,99823faa27c53fa799c18c1b922a5935,1
./dataset/extreme political views meme offensive/Image_4.jpeg,1,750,753,a3f3545ca3a8c2b4152669dbb3145d94,1
./dataset/bullying meme offensive/Image_13.jpg,1,556,500,8be0406af359c7ab581a28234a183fd6,1
./dataset/bullying meme offensive/Image_12.jpg,1,500,754,351e20df3b06727f8dd4ed4e93e6b4be,1
./dataset/bullying meme offensive/Image_10.jpg,1,800,1066,d00743028187bdd48e07a1afd4f678d7,1
./dataset/bullying meme offensive/Image_1.jpeg,1,1024,576,8e1e97053444b05f655419db6e70e243,1
./dataset/bullying meme offensive/Image_17.jpeg,1,549,454,f2a5ce9989abcc4f03a4338a4157a371,1
./dataset/bullying meme offensive/Image_3.jpg,1,1500,937,351e1daa36ec586c763effb4a88db606,1
./dataset/bullying meme offensive/Image_20.jpeg,1,552,506,d0fe17c66471e98e3c524224ca9bf69a,1
./dataset/bullying meme offensive/Image_7.jpg,1,612,407,4a5d2c3f3ad3a05371913ff158cc2526,1
./dataset/bullying meme offensive/Image_6.jpg,1,1000,667,189358ccf4afabc255c4d01b24793104,1
./dataset/bullying meme offensive/Image_8.jpeg,1,1080,1068,a4a8aaebb37f5b6110a1175dcce291c8,1
./dataset/bullying meme offensive/Image_11.jpeg,1,640,588,8966d2f9b32cae8703b7301423a5d7cb,1
./dataset/bullying meme offensive/Image_9.jpeg,1,1058,734,1334b9f8b01cbcc4b4cecb58dd986ed7,0
./dataset/bullying meme offensive/Image_19.jpg,1,735,660,d6b14f8d5663c72420d2b7704e62e1d0,1
./dataset/bullying meme offensive/Image_18.jpg,1,625,418,ee8dc6bb4e06fe74e4243f89e154aeed,0
./dataset/toxic fandoms meme offensive/Image_16.jpg,1,650,797,accfa070347004e23b8f134e6f18661f,1
./dataset/toxic fandoms meme offensive/Image_9.jpg,1,1100,1322,a8f2558ec7dec3b2ba29b98b89c2fe25,0
./dataset/toxic fandoms meme offensive/Image_1.jpg,1,976,1736,8fa3cf8f37d735e2c2d25f717f0ddcc5,0
./dataset/toxic fandoms meme offensive/Image_19.jpg,1,650,580,30c3908e92fb02d60a4ba9f8f85e7ae6,1
./dataset/toxic fandoms meme offensive/Image_18.jpg,1,320,480,63f3b74df2cc21f9dfd266c7961ca376,1
./dataset/slut-shaming meme offensive/Image_15.png,1,452,653,0a9661d700f32181fc946c532fdf3fec,0
./dataset/slut-shaming meme offensive/Image_14.jpg,1,165,115,2d3b4aea4566a1174806873213778022,0
./dataset/slut-shaming meme offensive/Image_6.jpeg,1,704,662,fd5a8bbcc4187ea193a1734170ab698b,0
./dataset/slut-shaming meme offensive/Image_16.jpg,1,1000,746,94fd5631bb0583a3c766aebaa8e7459c,0
./dataset/slut-shaming meme offensive/Image_17.JPG,1,200,200,3af55c155a9b64561e135336ab22a689,0
./dataset/slut-shaming meme offensive/Image_13.jpg,1,1024,768,e80b29704e3e87ff7cd160181d8ae2bc,0
./dataset/slut-shaming meme offensive/Image_12.jpg,1,600,840,d645aee8a5e0fcc4559c64705ffed70f,0
./dataset/slut-shaming meme offensive/Image_10.jpg,1,500,333,40cf1e2347afa9f4595f12fa8cb4cee7,0
./dataset/slut-shaming meme offensive/Image_11.jpg,1,500,387,a676a83a1d0493fc36d17b5aabc96e50,0
./dataset/slut-shaming meme offensive/Image_8.jpg,1,600,546,e7e66ba52c919e314b3c9d5dce94dafe,0
./dataset/slut-shaming meme offensive/Image_9.jpg,1,465,700,c77cae68fb6026bd891559b71a7da0ad,0
./dataset/slut-shaming meme offensive/Image_2.jpg,1,349,161,1dbaf336e591416682b2d52b4d931f46,0
./dataset/slut-shaming meme offensive/Image_3.jpg,1,600,495,774f167687c7f99ba2761b924f7e7a3d,0
./dataset/slut-shaming meme offensive/Image_1.jpg,1,1450,400,b0b21421efdaf69c5c0fff7dbf2afb0f,0
./dataset/slut-shaming meme offensive/Image_5.jpg,1,640,360,f8702acc9c1e7185a85c2950ec14e664,0
./dataset/slut-shaming meme offensive/Image_7.jpg,1,500,355,1403e825822fde0f987bfcff411ac498,0
./dataset/slut-shaming meme offensive/Image_20.jpg,1,600,790,71370685b4d7c95427fcdf733254743a,0
./dataset/slut-shaming meme offensive/Image_4.jpeg,1,628,314,855599063df9601aabe4fac236bb9bcc,0
./dataset/slut-shaming meme offensive/Image_19.jpg,1,1200,675,b8f5e9c56e2b40d3561284453770e005,0
./dataset/slut-shaming meme offensive/Image_18.jpg,1,165,115,fa0c43517291880dc13beaf121d2502b,0
./dataset/extremism meme offensive/Image_14.png,1,1024,388,4688ed48ea799733b2afc7a25be27b3d,0
./dataset/extremism meme offensive/Image_10.jpg,1,600,450,7869694c9d41e44326641794bf56b4f6,0
./dataset/extremism meme offensive/Image_4.jpeg,1,460,445,1b513e144c02537ece14aa45795d2dff,0
./dataset/outrage culture meme offensive/Image_15.jpg,1,640,610,2180bdad25d7e16f1ed62a6da2366932,0
./dataset/outrage culture meme offensive/Image_16.jpg,1,700,473,9152ae7dd3b03c989565ca354cd444a0,0
./dataset/outrage culture meme offensive/Image_17.jpg,1,640,550,2f687a0a63b577dcbfc003f30edede40,0
./dataset/outrage culture meme offensive/Image_10.jpg,1,500,565,cf77be0c8813117615e9b217d22d0433,0
./dataset/outrage culture meme offensive/Image_9.jpg,1,540,462,bb207ebe31b9dc65b47a1f5429c8a228,0
./dataset/outrage culture meme offensive/Image_4.jpg,1,503,500,fff4e3a9aa7a0fe1b610332351ab4c78,0
./dataset/outrage culture meme offensive/Image_5.jpg,1,600,338,64ef69bc7efeed1c18c1da7fcb800984,0
./dataset/outrage culture meme offensive/Image_11.jpeg,1,590,595,363aa2898cdf61a8df25f993fdcc6366,0
./dataset/outrage culture meme offensive/Image_19.jpg,1,1200,1200,bc17a6c3fc429213e744618de58f5772,1
./dataset/outrage culture meme offensive/Image_18.png,1,500,375,efcb3458afc51b1a6e61b1126f4dacbc,0
./dataset/unethical practices meme offensive/Image_16.jpg,1,625,533,e40e428d552ce04d8068f1371638b64a,0
./dataset/unethical practices meme offensive/Image_18.jpeg,1,1720,1229,02364ee7d01e7a224a7698c6cefdfed2,0
./dataset/unethical practices meme offensive/Image_2.jpg,1,497,450,75150df5f94ebede222b1be8502a44f6,0
./dataset/unethical practices meme offensive/Image_3.jpeg,1,640,604,8158574b02e8e6b8a35da08fead591f2,1
./dataset/transphobia meme offensive/Image_15.jpg,1,540,499,5daf00a1426add5334a2a808633fce29,0
./dataset/transphobia meme offensive/Image_16.jpg,1,1280,720,db0373d42de73ee4ff8cfe7e1dd35a95,0
./dataset/transphobia meme offensive/Image_13.jpeg,1,720,733,f38cf2f74b6a1dd93c173c8b0da85e05,0
./dataset/transphobia meme offensive/Image_17.jpg,1,1280,720,e2ee2e41db25f8ca22f2cc0728514fd5,0
./dataset/transphobia meme offensive/Image_9.jpg,1,611,427,200ffcd5cf18306b6874010286068c0d,0
